0,1,2,3,4,Labels
0,0.621166949993808,0,0.0848800194340793,0,2
0,0,1,0,0.614789045699668,7
1,1,0.0602134624331696,1,0.276085551870758,0
0,0.165864690447894,0.809761399687878,0.11704131770379,1,3
0,1,0.104722384598902,1,0,0
0.227434980703506,0.0578958044790182,0.103879654339451,0,1,1
0.795380388859467,0,0,0,1,1
0.435052540571989,0.91876424367975,0.603338934855596,0.274630958327136,1,5
0.62361810121719,0,1,0,0.569300219520945,7
0.901820474549921,0.640024355030087,0.48989819154883,0.942378629099524,0.857998081056323,0
0.613572241823242,0,0,1,0,6
0,1,0.498509435253958,0.0835007488358141,0.842354957890423,3
0,1,0.295162431621716,0.243461561494235,1,3
0,0,1,0.412568306565309,1,9
0,0.5490976189442,0,0.0772812924166323,0,2
0.330672351833634,0,0,1,0.761686595107481,6
0.836223021315931,0,0.13119622128311,0,1,1
0,0,0.869919535568324,0.696645555656756,0.815805457512144,4
1,0.0788674433746909,0.44291097693035,0,1,7
0.906380689720176,0.739472951270647,0.330693456324057,1,0.210813732121329,0
1,0,0,0,1,1
0.948409753824916,0.308473901671874,0,1,0.382735854017059,6
0,1,0.419268194735025,0,0.78704667863366,3
0,0,0.808796007747553,0.483619741600171,0.427216071710722,4
0.0641639690968182,0,1,0.404796578507691,0.217091635063676,9
0,0.921934126085315,0.76566480305838,0.194088318854556,0.445743247460384,9
0.201949206980609,0,1,0.0731379605250977,0,7
0,0,0.816978685764804,1,0.516533977335436,9
1,0.710208696192184,0,0.817015026242138,1,6
0.688284031518568,0.0815975288663876,0,0,1,1
1,0,0.10965404847568,0,1,1
0.937258086128715,0,0.567934900146722,0,1,7
0.711041359896992,0,0.605727639818303,0.914841315513005,0.268325243966886,4
0,1,0.088226621651678,1,0.937998051850981,3
0,1,0.153120695505208,1,0,0
0.654990415997828,0,0.826227533687123,0,0.0613334649802918,7
0.345186389257201,1,0.324506798652097,0.258452333935731,0.650998084851105,5
0.0607908461279214,0,0.464639586730566,1,0.847208135862979,4
1,0,0,0.901666448869904,0.116413335060418,6
0,0,0.880519164378002,0,0,7
1,0,0,0,0.821512207737358,1
0,0,0,0.74556457858773,0.528523039432686,2
1,0,0.500323714186567,0,0.681219441798625,7
0,0,0.852408194659222,0,0.587364024541223,7
0.298216561003529,1,0.240955811571741,0.692349057527769,0.654166252789051,5
0,0,1,0,0,7
1,0,0.679074911793788,0,0.596890019768273,7
0.791540541882437,0,0.65056166283173,1,1,4
0,0.647109631889343,0,0,0,2
0.77197249747093,1,0.638991683732784,0.661206007840788,1,6
1,0,0.802594497258795,0,1,7
0.701460252329269,0.135224077229568,0,0,1,1
1,0.0962941326979877,0.715319724979126,0.184373378521708,0,9
0.707004784794587,0.182320730504676,0.0702135014155437,1,1,6
0.41307755772841,1,0,0.055989363254968,0,5
0.583234316722054,0,0,1,0,6
1,0.262887305658451,0.167194603662473,0.162023855879234,0.132554027002393,8
0,0,0,0,1,1
0,0.461226631961902,1,0.900421343616614,0.223286183228049,0
1,1,0.213671693754571,0,0.324523965448356,8
0,0,0.544407515304907,0,1,1
0,0,0.850031724147633,0.573542443489598,0.913776223638806,4
0,0,0,0.0958579537182272,0.0876925792308,2
0.864441551293532,0,0,1,1,6
0,0.677173052583547,0.826895570488036,0.769794211890139,0.906777989156924,3
0,0,1,0.192897024666553,0.123663076252219,4
0,0,0.765754975739399,0.15807663443246,0.922653176036394,4
0.898576669346465,0,1,0,1,7
0,0.70678725369343,0.855471303436301,0.947125786492911,0.826098603273433,5
0,1,0,0.456976397158793,1,3
0,0.411754044828074,1,0,0.68398841243635,8
1,0.489271443041785,0.22576071585638,0,0.490468306335658,8
0,0.080673460697268,0.773047202398813,0.141967143514435,0.941943908000311,9
0.252796742633771,1,0.212840518646094,0.483985825677854,1,5
0,0.224733793961061,0.749380000923375,0.632316379050583,0,0
0.63999844873723,1,0.30370852563625,0,0,5
0,0,0.579368783210382,0,1,1
0.764332648596941,0.0511686196708467,0,0.448691169360619,1,6
0,0,0.147142700617168,0.116362468980307,0.167418983559239,2
0.786553276015272,0.0697204204602856,0,0.445296275251474,1,6
0,0.577928924659057,1,0.54345547322898,0.640773846211549,3
0,0.314774871369312,0.914229688683516,0,1,3
0,0,0.736908167287605,0.321757201646483,0.786234352196649,4
0.375698138732943,0.627654206623771,1,0,0.476568533434032,8
0,0.811442610611961,1,0.916238919315997,0.863132109975416,5
1,1,0.479271081720859,0,1,8
0,0,0,1,0,6
0,0,1,0,0.680567607451881,7
0,0,0.743650005590271,0,0.113454887813479,7
0.512445074147314,0.36293955574903,0.539444188368803,1,0.406690613301364,0
0,0.343643190898324,1,0.128581287730179,0.881115726699087,8
0,0.27187113066354,0,0,0,2
0,0,0.690488905080523,0.233193812879963,0.584859461964444,9
0.754960809462412,0.272078581008429,0.207501508976721,0,1,8
0,0.299948695084272,0.71590795701045,0.490438213776043,0.131865020555771,0
0.113168533683107,0,0.0546193645143377,0,1,4
0,0,0.444334022353645,0,1,1
0,0,0.784752595125471,1,1,4
0,0.145502479584699,0.281136060430997,0.160852186710767,0.434536548469205,2
1,0,0.0831139101546047,0.27427874757428,0,4
0,0.654463411507146,0.782102081059619,0.771884260554465,0.782551596052779,3
0,0,0.236898109050455,0,1,1
0,0,0.854243213006699,0.178723147485581,1,4
0.665005817878103,0,0,0.869030142841456,1,6
0,0.787898652166478,0.834444267149399,0.950247359582137,0.722529094587556,5
0.457300558113563,0,0,1,0.517559057334288,6
0,0,0,1,0,6
0,0,1,0.671445758839045,1,9
0,0,0.739104166684284,0,0.156728279647416,7
0,0.439374675418212,0.67550754443172,0.304653505746218,0.898168561145056,8
0,0.295304190976085,0.851635277980418,0.0772054498559512,0.935121264473538,8
1,0,0,1,0.153930827461057,6
0,0,0.745551842615615,0.147381914488579,0.947354504395949,9
0.933471800027902,0.859090097796115,0.536921403605257,0.600057699587162,1,0
0,0.455679061552619,1,0,0.906341917118467,8
0.23337571071728,1,1,0.551134018909619,0.73392980251983,5
0,0,0,1,0,6
0.488316774044233,0.708406042643596,0.427291263293617,0.352283452366894,1,5
0,0.83161714857836,1,0.890041565846385,0.782579143599374,5
0,0.72459375426943,0.205595207972073,0.528328648056628,1,3
0,0.290106576690331,0.414486792212897,1,0,0
0.786553276015272,0.0697204204602856,0,0.445296275251474,1,6
0,0,0,1,0,6
0.741868550286658,0.610840236585103,0.505297644102093,0,1,8
0,0.42385678562627,1,0,0.66102841358382,8
0.405369851645381,0,0.951521043812203,0.306838161503605,1,9
0,0.064868890248205,0.782986774534783,0.143457625397142,0.94877125936295,9
0.0779314465247927,0,0,0,1,1
0,0,0.623622967538053,0.639525870848302,0.555405736754596,4
0.950569785462196,0,1,0,1,7
0,0,0.0980943879870996,0,1,1
0.132167695119524,0.554770014865165,0.8828587046793,0,1,3
0,0,0.772429670942226,0.241292681996833,0.803826338693532,9
0.781853851138993,0.56186894624367,0.543341983073168,0.102608489622524,0,5
0,0.798620317587173,1,0.857817094541234,0.854509479300931,5
0,0.145897612654697,0.741522507704337,0.201801413498919,0.550017819940145,8
0,0.805987303143923,0.821562274713049,0.655435440292933,0.630925065414248,3
0,0.595083762671434,0.593052242932806,0.0714872411770411,0.438177166883053,3
0,0.530599669486162,0.776150724996766,1,0,0
0,0,0,0,0,2
0,0,0.836608912769404,0.233982891445815,1,4
0,0,1,0.67592715683426,0.404133743118178,9
0,0.427018502345992,1,0,0.902322889879534,8
0.0870887315095628,0,0,0,1,1
0,0.223471261299638,0.886007968609496,0.215467968980169,0.830895573991124,9
0,0,1,0.347765177361975,1,4
0,0,0.322898851801604,0,1,1
0,0.0592579058461433,0.056692629716203,0.0639303902547768,0.0745490789312011,2
0,0,0.734733741725191,0.264623823850794,0.855352615661389,4
0,1,0.411482705992936,0.15339377857623,1,3
0,0.264414626289946,0.695599818001445,0.554440595593029,0.0779613252844816,0
0,0.359314669654449,0.92908891773761,0,1,8
0,0.820294515083628,0.840231492315021,1,0.913767319968727,5
0.338208966642639,0.425823602796461,0.282262577457246,0.871896579296998,0.800136927984809,6
0,0.82132973631012,0.241013295307755,0.795072526555225,1,5
0.11744489184204,0,1,0,0.666932199709383,7
0,0,0,0.283611580208128,0.075628300941148,2
0.928633540772998,0.798469724765586,0.611857918251148,0.864066510849876,0.782458158619102,0
0,0.733332549702899,1,0.55549830330277,0.86821034025625,5
0,1,1,0.95164659576034,0.67837676819791,5
0,0,0.0570777147423123,0.589386874669441,0.0905074049507889,4
0,0,0.755197958741018,0.0587583542161652,0.372294093427228,9
0,0.402650896221062,0.82293008864176,1,0.0894078128618958,0
0.584109442714013,0,1,0,0.051430517274743,7
0,0,0.757579147092232,0,0.0933324541574865,7
0.316068200629845,0,0.507382057930489,0.826484404753199,0.114082510477019,4
0.0657227866044477,0,0,1,0.128567249787954,6
0.583471107088719,1,0.332961001992,0.584247190413474,0,0
0,0.407937084670234,0.804074565949846,1,0.213790866387366,0
0.257162522869233,0,0,0,1,1
0,0,0.352321962551186,0,1,1
0.21973059316096,0,0.557373793814258,0.111676031263056,1,9
0,0,0.75424161532243,0,0.124981207019127,7
1,1,0.0603727627877675,0.514793976268798,0.114953926344361,8
0,0.337520674483293,0.745652940138466,0.919093645723952,0.111482343583702,0
0.301435120651751,0.912175715809291,1,0,0.408475813798298,8
0,0,0,1,0,6
0.760664354893726,0.199740720586996,0.0585220944021961,0.934254485637603,1,6
0,0.346196664928089,1,0,0.939334019287533,8
0.116297646444532,0,0,0,1,1
0,0,0.783704450796359,0.258457950951426,0.787490944112271,9
0,1,0,0,1,3
0,0.678602922385506,0.761913796000803,0.847600508263441,0.8272536474407,5
0,1,0.710592074873065,0,1,3
0,0,0.681118117850679,0.750050724714154,0.937297772263777,4
0.399775127643971,0,0,1,0.115775117666088,4
0,0,0.744336715493493,0,0.120004599825906,7
0.794758959612589,0.896755232892928,0.119003076786197,0.235047909086657,1,5
0,0.0919811138722218,0.841754336182857,0.149520783801726,1,9
1,0,1,0.165027918750519,1,9
0.12819795155384,0.520621924643356,1,0,1,8
0.878502226412509,0.755628948315914,0.468824745082001,0.825984928503232,1,0
0,0,0.0984322185894223,1,0.126151633728039,6
1,0.380602409793707,0.16291224996961,0,0,5
0,0.339645583715832,0.79391697716316,0.581813410137241,0.150228063241838,0
0.226414764854847,0,0.751214133667861,0,0,7
0,0.303117514677971,0.786105870387232,0.157070383634767,0.886047781324683,8
0.858725276632499,0.17895078577023,0.0785032077300788,1,0.323037067416153,0
0,0,0.143347602988671,0,1,1
0.866596490580882,0.705288702698991,0.647688125483136,0,1,8
0,0,0.81749734447436,0,0,7
0,0.0745462986696122,0,0,0.307360716067463,1
0,0,0.762108907339222,0,0.060701134499207,7
0.262108469460238,0,0,0,1,1
0,0,0.513055155447161,0,1,1
0.400040452625982,1,0.0891656029898066,0.927349882008003,0.613098512984645,2
0,0.716772180333276,0.854761120388706,0.891627400962939,1,3
0,0,0.631057768015956,0.856544058596497,0.853663173490504,9
0,0,0,0,0,2
0.541395314532292,0,0,0.426524696105209,1,6
0,0.64639610310788,0.762273219152271,0.797800569872817,0.812830803486202,3
0.628611630269656,0.693704271087176,1,0,0.896181982530111,8
0,0,0.608207647982022,0,1,1
0.554807770596385,0,0,1,0.122188174060923,6
0,0.0875057653321031,0.719347946945808,0.138904165967301,0.867287060323657,4
0.644981836558571,0,1,0,0.815993680559601,7
0,0,0.172195013575939,0,0.136818871939417,2
0.411410094530998,1,1,0,0.91323441477453,8
0,0.413194390891719,0.847122118597703,1,0.0885653524352527,0
0,0,0.138615789137666,0.853080423099916,0.901500882263287,4
0,0.269972316787125,0.283534047351541,1,0,0
0.0673221774730843,0,0,0,0.824596791785269,2
0,0,0.78580724376316,0,0.0549773302699459,7
0,0,0,1,0,6
0,0.337522361730841,0.856912640971268,0.0871199489183921,0.919880992133496,8
0.825186281585292,0,1,0.57175139243433,1,9
0,0,0.72968700164481,0.344846934142934,0.782707531197734,4
1,0.640140869143269,0.46385199007728,0,1,8
0.130057581468847,0,0,1,0.166286657938917,6
0.687416449847085,0.109326130590805,0,0.550180213979976,1,6
0,0,0.834189646072425,0.159678635319481,1,4
0,1,0.789643374209454,0,1,3
0,0,0.798903180091488,0.176060219986364,1,9
0.0881683168500914,0,0.639787103671963,1,0.279175106342692,4
0,0.72624360880061,0.887767057171814,0.652427015111748,0.906737689890699,3
0,0,0,0.709432525869067,0,9
0,0.411611581933468,1,0,0.902872854393535,8
0,1,0.8248634043306,0,0.942820222696173,3
0,0.105316381448004,0.738861685391213,0.177944343732841,0.758070820311253,4
0,0,0,0,1,1
0,0,0.791578946721533,0,0,7
0.330897753253927,0,0.272359917214187,0.208085332329037,1,9
0,0,0.116816971229327,0.0681135811423387,0.149928081834508,2
0,0.613619109885311,0,0,0,2
0,0.765599260550455,1,0.403298271955574,0.698245153500301,5
0,0.282689313353758,0,0.141416917990057,0.491421162122576,2
0,0,0,1,0,6
0.0507064626462954,0,0.756674655100643,0,0,7
0,0.721913140006498,1,0.839613049859117,1,3
0.236217759230713,0,0,1,0.0851450300505681,6
0,0,0,1,0,6
0,0.755501964040215,1,0.150740565048116,1,5
0,0.0751364303360223,0.066807315110839,0.150961682585134,0.136483267249871,2
1,1,0.102829404197836,0,0.451433578594974,8
0,0,0,0.234741414960809,0.118887702950924,2
0,0.662239535358708,0.306787269251988,0.430216057450136,1,3
0,0,1,0.189247423922765,1,4
0,0,0,0,1,1
0.10037691998692,0,0.0729647790375114,1,0.475216051527024,6
1,0,0.689978382787558,0,0.120196547923122,7
0,0.139748605494271,0.855845801315973,0.146724701122027,1,9
0.648354895688843,0,0.946603417076423,0.222754551821506,1,9
0,0.5644659644235,0.804148480202255,1,0.684302362926481,0
0,0,0.749527391191428,0.773315966690878,1,9
0,0.141115622580691,0.174748997822722,0.143027482867725,0.165394003547592,2
0,1,0.693582977275229,1,0,0
0,0,0.464109041849709,0,1,1
1,0,1,0,0.85059689798928,9
0,0.692779488694517,0.887022492135691,0.733458746650431,0.925617738696396,3
0.141790329451611,0,1,0,0.172226591272212,7
0,0.492291493619934,0.818078819650935,0.721127624807328,0.74448451561801,3
0,0.888455540252893,1,0,0.894194321531911,8
0,0,0.692563941993268,0.238919897929039,0.566723692724927,9
0.264326184077644,0.606691130809246,0,0.0867231354856511,1,5
0,0,0.801745187392374,0,0.69615896934146,7
1,0.354924658829836,0.69293441328595,0.06813860813244,0,8
0,0.386784561881547,1,0,0.896983211036564,8
0.564862340750922,0,0.624458820901153,0,0.613813375592518,7
0,0,0.82432392926114,0,0,7
0.391242469303687,0,0,0,1,1
0,0.0762257372858232,0.0518254612063263,0.0916193648481842,0.0932834733416875,2
0,0.283391408040363,0.384139784264556,0.0714181498004641,0.356272947258355,2
0,0,0.056848887781368,0.0908755288805966,0.105664707956322,2
0,0.705753581144524,0,0.178236591311898,0,2
0,0.776921278174013,0.629504220422282,0.791251780609818,1,5
0,0.952296091756099,0.779810742225124,1,0,0
0,0,0.847744445783118,0,0,7
0,0,0.777970944899545,0.201425892354048,0.753932162465401,9
0,0,0.774697773082487,0.210971567562971,0.854584323355241,9
0,0,0.197426833014191,0.63231437364976,0,9
0,0.355605213528764,0.922192211995951,0,1,8
0,0,0.0942533404752743,0,1,1
0,0,0.130688645118519,0.0915080782533357,0.158804555662612,2
1,0,0,0.911695351665756,0.698054764800062,6
0,0,0.106147698278979,0,1,1
0,0,1,0,0.204491034913236,7
0,0.725917653357108,0.859897601000524,0.892528497388496,0.931781411840447,3
0.434632483842841,1,0.581804173233847,0,1,2
0,0,0.0965865651161231,0,1,1
0,0.26405922204468,0.810803441558856,0.223976385931849,1,5
0,0.808019868420262,0.727875212997591,1,1,3
0,1,0,0.88991225555238,0.373534389344521,3
0.689033403924224,1,0,1,0,0
0.585212184809592,0,0,0,1,1
1,0,0.116947897156275,0,1,1
0,0,0.300471700687115,0,1,1
0.0725443286407754,0.314889897023246,0,0.50349183262744,1,2
0.181258105399997,1,0.366074840532019,0.708007004825532,1,5
0,1,0.282030435426508,0.658499916524158,0.799000986616145,3
0,1,0.44644615477902,0.238129190015349,0.426400220232264,3
0.274372202306388,0,0.901368160110097,0.695411386258049,0,4
0.142880370452201,0,0.646443165306416,0,0,7
0.800570931988646,1,0,0,0,5
0.432894484994367,0,0,0.296357320357441,0,2
0.88610097380975,0.0502626605656062,0,0.496255883680959,1,6
0.294086696088002,0,0,0,1,1
0.506740463834587,0,1,0,0.0517645695280959,7
0.925187200059869,1,0.274583826962864,0,0.728133903485887,8
1,0.882839375093977,0.624984349441548,0,0.306552974523194,8
0,0,0.0481724359476269,0,1,1
0.632073459716567,0,1,0.17844254286646,0.282304796917642,9
0,0.0574960348876758,0.0606883952882031,0.0597684547208859,0.121403738145502,2
0.242066895183176,1,0,1,0,0
0,0.457640260888416,0.92069876383373,0.743325255144835,0.94906703394663,3
0.934978820875529,0.130431205563909,0,0,1,1
0,1,0.47611295675576,0.235355572025692,0.445609954707333,3
0.769795520432003,0,0,0.243814047516497,0.399341680415858,2
0,0,0.607622644344191,1,0,4
0,1,0.415931390292985,0.351941969247879,0.561345023337981,3
0,0,0.857395951437252,0.300286773587979,0.453108847648243,9
0.936484038395057,0,1,1,0,4
0,0,0.510574055317123,0.850819605442965,1,9
0.945897648028879,0.713377272564146,0,0,0,5
0,0,0.897136631645942,0.618245858453215,0.219865942993627,9
1,0.148802750932219,0,0.636014074901925,1,6
0.944927427263804,1,1,1,0.06222597619442,0
0.930293970090812,0,1,0,0.107588514213047,7
0.537863341866059,0.17519990219326,0,0,1,1
1,0.523869665429976,0.132419000079948,0.147699094172757,0.17160290465872,8
0.139490570851196,0.119305630205541,0.101982698817809,0,1,5
1,0,0.852743025605717,0.107059184884758,0.212842535884065,9
0.477180908802381,0.227101295685478,0.203964938009235,0.253171916393448,0.0904174062746428,8
0.0661594478198618,1,0.0619349740708361,1,0,0
0.408879403459612,0,1,0,0.740606165719399,7
1,0.0624098555543529,0,0,1,1
0,0,0.0474388989073437,0,1,1
0.377034484424932,0.448993174824182,0.159882750586001,0.361364829413028,0.303912571036432,2
0,0.551337710744448,1,0,0.943054253124652,8
0,1,0.117878110089398,0,0.094711144390572,3
0.0576931364862184,0,0.847191860365415,0.142035299051184,1,4
0.356731858532739,0,1,1,0.527565588707489,4
0,0,0.100634424381711,0,1,1
1,0.923238873016383,0.138303534472045,0,0,5
1,1,0.0891553413508773,0,1,8
0.754647282101651,0.111098756042952,0,0.250453995600223,1,6
0.733668442585573,0,0,1,0.457112131845751,6
1,0,1,0,0.365308729263209,7
0.231810514797428,0.149318149337512,0,0.636973242301391,0,6
1,0.594748129777721,0.228960994283901,0,0.22576119919332,8
0,0.198393335003906,0,0,0,2
1,0,1,0,0.420578283971806,9
0,0.949434583425488,1,0.551426962771963,1,3
1,0.681744763271642,0,0,0,5
0.306994260297499,1,0.755157005405073,0.346414756241504,1,5
0.918520950061219,1,0.108810483796537,1,0,0
0.64040726772431,0,1,0,0.25440113943112,7
0.8074808842923,0,0,1,0.925615490845574,6
0,0,0.691808987370203,0.586466720219036,0.33124188926215,9
1,0.533574648911936,1,0,0.849628686067209,8
0,0,0.29643623506215,0,1,1
0,0,1,0.3615993829924,0.448872315975783,9
0.20198966547445,0,1,0,0.204205618868446,7
0,0,1,1,0.397719805063104,4
0,0,0.811914736072234,0.854638064147153,0.841245847290205,9
0.601261090300866,0,0,0,1,1
0,0,1,0,1,7
0.0931447855003603,0,1,0.301113540105775,0.661990989973029,9
0,0.155207196333692,0,0,0,2
0.747144992421515,1,0,0,0,5
0.248781166898194,0,1,0.474228856711582,0.677536189808283,9
0,1,0.469490001961105,0.924054913454486,0.710283648452569,3
0,0,0.302470106890902,0,1,1
0.759633229350932,1,0,1,0.13630187054874,0
0,0,0,0.283229121852312,0.113873202017173,2
1,0,1,0.825647315813326,0.294233924041988,4
0.896205182691722,0.254836523113575,0,0.188460354370694,1,6
1,0.88170887485149,0.713517338964999,0,0.836560058070197,8
0,0,0,0,1,1
0.646366661708368,0,1,0.119320330893362,0.864852059433967,9
0,1,0.125834605325748,1,0,0
0.895326396884893,0.0548733845496857,0,0,1,1
0.263300322380316,1,0.504783236615315,0.3872544917844,0.788171125814596,5
1,0,1,1,0.478337676880967,4
0,0,0.226953394068726,0,1,1
0.950553128559119,1,0,0.949240688580807,0.367565597419598,0
0.20928217285364,0,0.600931529861461,0.196533120660074,1,9
1,0.149984581142521,0,0,0,5
0.777704432739205,0.0478355948559687,0,0.491714135542016,1,6
0.444802030432548,0,0,0,1,1
0.887292034851636,0,0.583868050542121,0,0.586866081736939,7
0.555106214750683,0.773194978434399,0,0,0,5
0.746563292577496,0.188155118278904,0.944295528525548,0.323106014995266,1,9
0.195698727054889,0,1,1,0.647688854718532,4
0,0,0.0728494874418868,0,1,1
0.928786980699029,0.906486761865342,0.514630069056855,1,0.0502731475752951,0
0.905193759022132,0.393069642819219,0,1,0.698541670207008,6
1,0,1,0,1,7
0,0.0660936751794238,0.0744716682560916,0,0.629042850746267,2
0.841969808926214,0,0,1,0.31068045163555,6
0,0,0.0802030281241449,0,1,1
1,0.932904876640096,0.690418876046842,1,0.246558738025112,0
0,0,0.838411522407521,1,0.478723436282823,4
0.110748015924108,0,0,0,1,1
0.86762061384642,0.170266074457409,0.946139308320433,0.179615452107896,1,8
0.64103275032723,0,1,0,0.801115243148075,7
0,0.924191510373969,1,0.236489657552282,0.439136665275762,5
1,1,0.301124525734029,1,0.48134563798848,0
1,0,1,0,0,4
1,0,0,1,0.505938571147565,6
0,0,1,0.24912957452798,0.745061443621659,9
1,0.359705156848956,0.724069026326309,0.0649661451506278,0.65557898469445,8
0.919970463324521,0,1,1,0.650454762362458,4
0.615126111005382,0,1,0.164651746908562,0.855176117943703,9
0,0.375863338701037,0.235347409054223,0,0.202131028725095,2
0.816890090861556,1,0,0,0,5
0.629413700740325,0,0.103318990172576,0,1,1
0.345162105853356,0,1,1,0.302433371947916,4
0,0,0.945128266504335,0.581912857863276,0.373591595184887,9
1,0,1,0.517865595403472,1,7
0,0,1,0.094549659964735,1,9
0.680717609813687,0,1,0.532956282079587,0.683190627294729,9
0.610201307906872,0,0,0,1,1
1,0.526292037849862,0.41788459699972,0,0.631821832596252,8
0,0,1,0.738715508185621,1,9
0.812579982581236,0,0,0.523237051600253,1,6
0,0,1,0.555121910554028,1,4
0.819879333852604,0.922321451532444,0.402580901621445,1,0,0
0.408214240536271,0,0,0,1,1
1,0.616935246947101,1,0,1,8
0,1,1,0.922004855643453,0.67690296608242,5
0.654882186173325,0.0635669152296524,0.0625028532555529,0,1,1
0,0.144971579710326,0.14179739733067,0,0.276168369193354,2
0.607606516138138,0,0.942113828395483,0.241484618673548,1,7
0,0,0.0764752940992396,0,1,1
0.415049689820984,0,1,0.13491407173051,1,7
0.18998838707602,0.943848518202008,1,0.315305778414835,0.210148705838174,5
0.326251291606625,0,0,0,1,1
0,0,0.0931801447044721,0,1,1
0,1,0,0.398160055355822,1,3
0.933733452615297,0.153941543081103,0,0.797143194553875,1,6
0,0,0.0691647961783174,0.309221709431025,0.159444165169346,2
0,0,0,1,0,6
0,1,0.582078166620324,0.11078877045007,0.901495712737704,3
0,0.875414258247704,0.205004287825931,0,1,3
0.310515417356922,0,0,0,1,1
0.18638501211327,0.410869204959151,0.250592233531354,0.210924623263913,1,3
0.171827805698663,0,1,1,0.366667229544486,4
0.123021563027127,1,0.821041566618141,0.871632000489203,1,5
0,0.160849788849471,0,0.579980103172099,1,2
0,0.855600145213714,0,0,1,3
1,1,0,1,0.759645270798928,0
0,0.18424671127561,0.122874975232083,0.321241029454216,0.167307086070836,2
0.884054242073845,0.821148101276933,0.14078082309027,1,0.154133347519729,0
0,0,1,0.733712259466946,1,9
0.830822103633525,0,1,0,1,7
0.0922530628876197,0,0,0,1,1
1,0.654790956440768,0.2807174811229,0,0.594721713665491,8
0.209801008917544,0.244621922031417,0.607861377351622,0.0560632166822805,1,3
0.101109262582974,0,1,1,0.840992677507018,4
0.809827475189329,0.791475537837179,0.323605810868142,0.0940389168212847,1,5
0.786553276015272,0.0697204204602856,0,0.445296275251474,1,6
0,0,0.0911429023738455,0,1,1
0.915262515423721,0,1,1,0.826977793035051,4
0.704630312903356,0.558386682665988,1,1,0.244516203929359,0
0,0,0.895173385459877,0.612466172543708,0.701698625761913,9
0,0,0,0.705191102286901,0.282185070892574,2
0,0.942384550106139,0.88708831220649,0.196501304250238,0.424701421214714,3
0.73877844276365,0,0,0.464177975696588,1,6
1,0.704960206145424,0.5066834986588,0,0.357263472910524,8
0.120628391172582,0,0,0,1,1
0.683244886722483,0,1,1,0.840509699076334,4
0.295039580754339,0,0,1,0,6
1,0,1,0,1,7
0,0,0.492475504771117,0.794609104571121,1,4
0,0,0,0.838505736296152,1,2
0,0.480386672594712,0,0,0,2
0.813495524899105,0.652610880318128,0,0,0,5
0.205221084233093,0.421739959825992,0.859944410330941,1,0.100412357825805,0
0.871770468858988,0,0,0.484663001663464,1,6
0,0,0.0579284025451283,0,1,1
0,1,0.112604522760217,0.229989767979449,0.802955303611935,3
0.763617999024623,0.631588726383971,0.900280660433023,1,0.0810654927314632,0
0.830599971989259,0.0795191489301346,0,0.45188708491687,1,6
1,0,0,0,0.940498110816235,1
0.669639271770733,0,1,0.133714234475331,0.821283590286537,9
0,0.561726339349109,0.875613052010555,0,1,8
1,0,0,1,1,6
0.272839960192907,1,0,0.0556108887122885,0.829480335338106,3
0,1,0.410344250339096,0.318850123254275,0.905909306263482,3
0.87453026040243,0.763436188160405,0.897427356199625,0.0564325830746154,0,5
0,0,0,0.916658112285986,1,2
0.382298476450894,0.152258004629382,0.122873094197162,0,1,8
0,0.115201822784963,0,0.75399772070479,1,2
0.0590370020301753,0,0.29510197539895,1,0.345842883498619,4
1,0,0.825794014067866,1,1,4
0.125619981309734,0.601654277787279,0.883353677237375,1,0.713286970649827,0
0.854655559651744,0.0840293747272805,0,0.449184218018132,1,6
0.68155322222612,0,1,0,0.821705264542647,7
0.270113469044654,0,1,0.513710675805833,0.466030174939615,9
1,1,0.0602706729732569,0.69161277082947,0.70384103181915,0
0.946720290248926,1,0,1,0.200533162579663,0
0,0.825774344553457,1,0.90740199581661,0.668724616056905,5
0.175834742032224,0,0.131599423180964,0.45649891524907,0.281252174177957,2
0.235942184499017,0.214515726732763,0.101572040691073,0,1,1
0.358520405493204,1,0.183002044303231,0.181264716939459,0,5
0.453840797058956,0.684617730386221,0.543879694490755,0.271041578909935,1,5
0.662765857842618,0.71510320471782,0.449938332170087,0,0,5
0.194420072094703,0,0.587712285854543,0.618478164274582,0.193557355972826,9
0.368998970615263,0,0.0900830919594768,0,1,1
0,0,1,0,0.630819107073606,7
0,1,0,0,0.751961057767291,3
0,0.647762983687759,0.612408274962952,0,1,3
0,1,0.334422873219058,0.475725069800461,1,3
0.444321707793982,0,0.943749568141156,1,0,4
0.666510569714833,0,1,0.145697187276239,0.796154447813474,9
0,0.814227540096087,0.202988638313529,0.0822131787556004,0.938396193713942,3
0.88221568963228,0,1,0,1,7
0.12719747619264,0,0,0,1,1
0,0.0667120877318669,0,0.494573632173726,1,2
0.914642838872033,0.0970319016128289,0,0.432498891263827,1,6
0.715075066567519,1,0,0,0,5
1,0,0.440870149263341,0,0.223441739384915,7
0.430405728907086,0,1,0,0.247399964754119,7
0.438313770072971,0,0,1,0,6
0.772861329361832,0,1,0.292477299546174,0.732521352180179,9
0,0.645877683008397,0.780137494508519,0.740089916611961,0.829213313921614,3
1,1,0.538259781625435,0,0.434784138049717,8
0.0647967892155004,0,1,1,0.173172651138715,4
0,0.167065326029637,0,0.828117824695949,1,2
0,0.285627151109965,0,0.190698372431947,0.304666979609478,2
0.659214683962349,0,0,0,1,1
